id_assessment,student_id,question_id,id_topic,id_subtopic,question_level,answer_student,date_assessment,duration,option_selected,id_lect,description,question,level,answer1,answer2,answer3,answer4,file_name,file_ext,date_question,validate,validate_date,validate_by,newLevel,algorithmLevel,checked,keyword_id,keyword_name,topic_name,subtopic_name
18128,2570,1100,26,,4,1,14/05/2023 20:53,,,37,,"Consider the table

$$\begin{array}{c|ccccccc}
x & 1 & 2 & 3 & 4 & 5 & 6 & 7 \\
\hline
f(x) & 961.5 & 466.7 & 662.8 & 620.1 & 757.2 & 807.6 & 761,1\\
\end{array}$$

Using Simpson's Rule, find $I=\displaystyle \int_1^7f(x) dx$.",Basic,$I=4046.73$.,$I=4175.70$.,$I=4146.73$.,$I=4075.70$.,,,14/06/2020 18:52,1,15/06/2020 18:26,38.0,4,4598,6313.0,355.0,Simpson's rule,Numerical Methods,
15743,2954,614,7,2.0,7,1,01/08/2022 17:53,,,50,,"Simplify:

$\dfrac{(3x +4x)(5x-x)}{(6x-7x)}$",Basic,$-28x$,$-28$,$-x$,$-13$,,,10/05/2019 12:39,1,09/09/2019 0:49,37.0,1,4,6313.0,5.0,Simplify expressions,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities"
15892,2965,496,7,,1,1,21/09/2022 10:06,,,91,,Choose the value that corresponds to the sum of the amplitudes of the internal angles of an octagon.,Basic,$1080^\circ$.,$900^\circ$.,$360^\circ$.,$1440^\circ$.,,,03/05/2019 21:26,1,19/05/2019 13:08,67.0,3,1,6313.0,15.0,Polygons,Fundamental Mathematics,
17791,3210,613,7,2.0,7,1,23/02/2023 16:23,,,50,,"Simplify:

$(x+y)(x^2 -xy+y^2)$",Basic,$x^3 +y^3$,$x^3 +2x^2y +xy^2 +y^3$,$x^2 +y^2$,$x-xy+y$,,,10/05/2019 12:25,1,09/09/2019 0:48,37.0,1,4,6313.0,4.0,Quadratic equations,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities"
11145,1877,793,7,2.0,1,1,07/01/2021 11:51,,,50,,"Solve for $x$:

$\frac{3}{7} x^2-1=5$",Basic,$x=\pm 3.74$,$x=3.74$,$x=\pm 1.6$,$x=- 1.6$,,,27/06/2019 0:28,1,27/09/2019 7:41,61.0,5422,4,6313.0,5.0,Simplify expressions,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities"
18891,3368,1209,12,13.0,4,0,10/01/2024 14:18,,,37,,"Classify the critical points of $f(x,y)=xy+1$ subject to $x^2+y^2-1$.",Advanced,"$\Big(\dfrac{1}{\sqrt{2}},\dfrac{1}{\sqrt{2}}\Big)$ and $\Big(-\dfrac{1}{\sqrt{2}},-\dfrac{1}{\sqrt{2}}\Big)$ are maxima.","$\Big(\dfrac{1}{\sqrt{2}},\dfrac{1}{\sqrt{2}}\Big)$ and $\Big(-\dfrac{1}{\sqrt{2}},-\dfrac{1}{\sqrt{2}}\Big)$ are minima.","$\Big(-\dfrac{1}{\sqrt{2}},\dfrac{1}{\sqrt{2}}\Big)$ and $\Big(\dfrac{1}{\sqrt{2}},-\dfrac{1}{\sqrt{2}}\Big)$ are maxima.","$\Big(\dfrac{1}{\sqrt{2}},\dfrac{1}{\sqrt{2}}\Big)$ and $\Big(-\dfrac{1}{\sqrt{2}},-\dfrac{1}{\sqrt{2}}\Big)$ are saddle points.",,,14/11/2020 22:30,1,14/11/2020 22:33,37.0,3,1,6313.0,176.0,Optimal solution,Optimization,Nonlinear Optimization
3908,1220,317,18,10.0,2,0,30/12/2019 1:51,,,81,,"Consider the subspaces of $\mathbb{R}^2$, $S_1$ generated by $\{(2, -3)\}$ and $S_2$ generated by $\{(2, -3), (-6, 9)\}$. Choose the right answer: ",Basic,"$S_1=S_2=\{(x,y): 3x+2y=0\}$","$S_1=\{(x,y): 3x+2y=0\}$ and $S_2=\mathbb{R}^2$",$S_1=S_2=\mathbb{R}^2$,"$S_1=S_2=\{(2x,-3y): x, y\in \mathbb{R}\}$",,,26/04/2019 16:51,1,20/05/2019 0:15,37.0,5422,4598,6313.0,146.0,Vector subspace,Linear Algebra,Vector Spaces
21770,3485,827,12,13.0,1,0,24/11/2024 18:02,,,53,,"Solve the problem to minimize and to maximize the objective function 
\[f:\mathbb{R}^{3}\rightarrow\mathbb{R}, f(x_{1},x_{2},x_{3})=x_{1}x_{2}x_{3} \]under the constraint 
\[x_{1}x_{2}+x_{1}x_{3}+x_{2}x_{3}-8=0.\]",Advanced,"$f\left(  -\frac{2\sqrt{6}}{3},-\frac{2\sqrt{6}}{3},-\frac{2\sqrt{6}}{3}\right)$ is the minimum.
$f\left(  \frac{2\sqrt{6}}{3},\frac{2\sqrt{6}}{3},\frac{2\sqrt{6}}{3}\right)  \ $ is the maximum.","$f\left(  -\frac{2\sqrt{6}}{3},-\frac{2\sqrt{6}}{3},-\frac{2\sqrt{6}}{3}\right)$ is the maximum.
 $f\left(  \frac{2\sqrt{6}}{3},\frac{2\sqrt{6}}{3},\frac{2\sqrt{6}}{3}\right)  \ $ is the minimum.",The fuction has no extremum points.,"$f(0,0,0)$ is the minimum.
$f(1,1,1)$ is the maximum.",,,04/07/2019 13:39,1,02/10/2019 13:30,58.0,5,5,6313.0,177.0,Minimum,Optimization,Nonlinear Optimization
7651,1284,441,18,10.0,1,-1,13/01/2020 11:31,,,81,,"Consider the ordered base $B = \{(-1 ,1, 2), (0, 1, -1), (3, 2, -2)\}$ of $\mathbb{R}^3$. Knowing that $v$ in base $B$ has components $(3, -4, 5)$, which are the components of the vector $v$ in the canonical basis?",Advanced,"$(12, 9, 0)$","$(1, 7, 0)$","$(12, 9, 5)$","$(-12, 0, 17)$",,,30/04/2019 12:14,1,02/05/2019 0:06,38.0,5,4,6313.0,148.0,Span,Linear Algebra,Vector Spaces
17899,3295,1108,26,,4,1,28/04/2023 17:32,,,37,,"Consider the table

$$\begin{array}{c|ccc}
x & 2 & 2.5 & 4   \\
\hline
y & 0.5 & 0.4 & 0.25 \\
\end{array}$$

Find the Lagrange's polynomial.",Basic,$P(x)=0.05x^2 - 0.425x + 1.15$,$P(x)=0.05x^2 + 0.425x + 1.15$,$P(x)=-0.05x^2 + 0.425x + 1.15$,$P(x)=0.05x^2 - 0.425x - 1.15$,,,14/06/2020 19:56,1,15/06/2020 17:40,38.0,5422,1,6313.0,268.0,Lagrange's interpolation,Numerical Methods,
